,Date,Open,High,Low,Close,Adj Close,Volume,Delta,min_max_diff
1,2011-12-01,0.002153846153846173,0.03218949286365014,-0.007448789571694592,-0.004276114844227297,-0.004276114844227297,0.35499145074312777,-0.8750000000000139,1.8309859154929518
2,2011-12-01,0.002153846153846173,0.03218949286365014,-0.007448789571694592,-0.004276114844227297,-0.004276114844227297,0.35499145074312777,-0.8750000000000139,1.8309859154929518
3,2011-12-03,0.021321961620469176,0.0388839418224991,0.03179012345679011,0.033633633633633586,0.033633633633633586,0.44506726457399104,0.8936170212765888,0.21705426356589164
4,2011-12-03,0.021321961620469176,0.0388839418224991,0.03179012345679011,0.033633633633633586,0.033633633633633586,0.44506726457399104,0.8936170212765888,0.21705426356589164
5,2011-12-04,0.021321961620469176,0.0388839418224991,0.03179012345679011,0.033633633633633586,0.033633633633633586,0.44506726457399104,0.8936170212765888,0.21705426356589164
6,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
7,2011-12-22,-0.011107130060910131,-0.0007125044531527402,0.04878985785631951,0.007254261878853807,0.007254261878853807,-0.4081501026092055,-1.500000000000013,-0.6323529411764692
8,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
9,2011-12-22,-0.011107130060910131,-0.0007125044531527402,0.04878985785631951,0.007254261878853807,0.007254261878853807,-0.4081501026092055,-1.500000000000013,-0.6323529411764692
10,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
11,2011-12-22,-0.011107130060910131,-0.0007125044531527402,0.04878985785631951,0.007254261878853807,0.007254261878853807,-0.4081501026092055,-1.500000000000013,-0.6323529411764692
12,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
13,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
14,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
15,2011-12-21,-0.004991087344028644,-0.013356766256590547,-0.06096681096681078,-0.011827956989247324,-0.011827956989247324,1.022411953041622,1.266666666666635,1.7945205479451865
16,2011-12-24,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
17,2011-12-27,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
18,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
19,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
20,2011-12-24,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
21,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
22,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
23,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
24,2011-12-24,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
25,2011-12-26,-0.012142857142857122,0.02750000000000008,0.0043604651162789665,0.024014336917562717,0.024014336917562717,0.3146770375380452,-10.100000000000213,1.3541666666666643
26,2011-12-30,-0.0034977264777893424,-0.012269938650306789,-0.010507880910682998,-0.005917159763313751,-0.005917159763313751,-0.30397378123719787,-0.5000000000000318,-0.07594936708861033
